address	name	signature	status	file	diagnostic
00076734	__aeabi_dcmpeq	undefined __aeabi_dcmpeq(void)	ok	functions/00076734___aeabi_dcmpeq.c	
00076748	__aeabi_dcmplt	undefined __aeabi_dcmplt(void)	ok	functions/00076748___aeabi_dcmplt.c	
0007675c	__aeabi_dcmple	undefined __aeabi_dcmple(void)	ok	functions/0007675c___aeabi_dcmple.c	
00076770	__aeabi_dcmpge	undefined __aeabi_dcmpge(void)	ok	functions/00076770___aeabi_dcmpge.c	
00076784	__aeabi_dcmpgt	undefined __aeabi_dcmpgt(void)	ok	functions/00076784___aeabi_dcmpgt.c	
00076798	__truncdfsf2	undefined __truncdfsf2(void)	ok	functions/00076798___truncdfsf2.c	
00076838	__aeabi_frsub	undefined __aeabi_frsub(void)	ok	functions/00076838___aeabi_frsub.c	
00076840	__subsf3	undefined __subsf3(void)	ok	functions/00076840___subsf3.c	
00076844	__addsf3	undefined __addsf3(void)	ok	functions/00076844___addsf3.c	
000769d4	__floatunsisf	undefined __floatunsisf(void)	ok	functions/000769d4___floatunsisf.c	
000769dc	__floatsisf	undefined __floatsisf(void)	ok	functions/000769dc___floatsisf.c	
000769fc	__floatundisf	undefined __floatundisf(void)	ok	functions/000769fc___floatundisf.c	
00076a0c	__aeabi_l2f	undefined __aeabi_l2f(void)	ok	functions/00076a0c___aeabi_l2f.c	
00076a88	__mulsf3	undefined __mulsf3(void)	ok	functions/00076a88___mulsf3.c	
00076c20	__divsf3	undefined __divsf3(void)	ok	functions/00076c20___divsf3.c	
00076d80	__gesf2	undefined __gesf2(void)	ok	functions/00076d80___gesf2.c	
00076d88	__lesf2	undefined __lesf2(void)	ok	functions/00076d88___lesf2.c	
00076d90	__eqsf2	undefined __eqsf2(void)	ok	functions/00076d90___eqsf2.c	
00076df4	__aeabi_cfrcmple	undefined __aeabi_cfrcmple(void)	ok	functions/00076df4___aeabi_cfrcmple.c	
00076e04	__aeabi_cfcmple	undefined __aeabi_cfcmple(void)	ok	functions/00076e04___aeabi_cfcmple.c	
00076e18	__aeabi_fcmpeq	undefined __aeabi_fcmpeq(void)	ok	functions/00076e18___aeabi_fcmpeq.c	
00076e2c	__aeabi_fcmplt	undefined __aeabi_fcmplt(void)	ok	functions/00076e2c___aeabi_fcmplt.c	
00076e40	__aeabi_fcmple	undefined __aeabi_fcmple(void)	ok	functions/00076e40___aeabi_fcmple.c	
00076e54	__aeabi_fcmpge	undefined __aeabi_fcmpge(void)	ok	functions/00076e54___aeabi_fcmpge.c	
00076e68	__aeabi_fcmpgt	undefined __aeabi_fcmpgt(void)	ok	functions/00076e68___aeabi_fcmpgt.c	
00076e7c	__fixsfsi	undefined __fixsfsi(void)	ok	functions/00076e7c___fixsfsi.c	
00076ed8	__fixunssfsi	undefined __fixunssfsi(void)	ok	functions/00076ed8___fixunssfsi.c	
00076f2c	__aeabi_uldivmod	undefined __aeabi_uldivmod(void)	ok	functions/00076f2c___aeabi_uldivmod.c	
00076f68	__aeabi_ldiv0	undefined __aeabi_ldiv0(void)	ok	functions/00076f68___aeabi_ldiv0.c	
00076f78	__fixunssfdi	undefined __fixunssfdi(void)	ok	functions/00076f78___fixunssfdi.c	
00076fe8	__fixunsdfdi	undefined __fixunsdfdi(void)	ok	functions/00076fe8___fixunsdfdi.c	
00077054	__gnu_ldivmod_helper	undefined __gnu_ldivmod_helper(void)	ok	functions/00077054___gnu_ldivmod_helper.c	
00077090	__gnu_uldivmod_helper	undefined __gnu_uldivmod_helper(void)	ok	functions/00077090___gnu_uldivmod_helper.c	
